customers served     | total arrivals       | total queue          | dropped customers    | clock (min)          | response time (min)  | server utilization   | drop rate (min^-1)   | drop rate (%)       
48450                | 48840                | 624.9921230671753    | 393                  | 1440                 | 0.10829012651430768  | 0.641887763142281    | 0.27291666666666664  | 0.8046683046683047
48261                | 48647                | 600.6301550545904    | 386                  | 1440                 | 0.10755920241124972  | 0.637555790369779    | 0.26805555555555555  | 0.7934713343063292
48738                | 49128                | 612.8168979954789    | 390                  | 1440                 | 0.10728892557753708  | 0.641072456513331    | 0.2708333333333333   | 0.7938446507083536
48799                | 49205                | 617.5802625125216    | 405                  | 1440                 | 0.10741658793807084  | 0.6422796556728323   | 0.28125              | 0.8230870846458692  
48865                | 49218                | 619.7567155588767    | 354                  | 1440                 | 0.10817600963435337  | 0.6481567908338837   | 0.24583333333333332  | 0.7192490552236986
48821                | 49237                | 665.0018624095828    | 414                  | 1440                 | 0.10945387785437637  | 0.6497568457639765   | 0.2875               | 0.8408310823161445
48860                | 49276                | 648.0739558215428    | 418                  | 1440                 | 0.10830832901678039  | 0.645039544786363    | 0.2902777777777778   | 0.8482831398652487
48796                | 49196                | 616.0819817247102    | 398                  | 1440                 | 0.10782611117683541  | 0.6451221313799842   | 0.2763888888888889   | 0.809008862509147
48386                | 48775                | 580.3353732193355    | 390                  | 1440                 | 0.10752011236172136  | 0.6419793660632503   | 0.2708333333333333   | 0.7995899538698105
48497                | 48779                | 567.3254081989871    | 279                  | 1440                 | 0.10647456726305628  | 0.6384424176069751   | 0.19375              | 0.5719674450070728
48599                | 48986                | 614.684171758272     | 391                  | 1440                 | 0.10773122362267414  | 0.6417792621329345   | 0.27152777777777776  | 0.7981872371698037
48811                | 49172                | 630.533154572011     | 361                  | 1440                 | 0.10855150313846168  | 0.648307272427719    | 0.25069444444444444  | 0.7341576506955177
48741                | 49139                | 645.1904285941564    | 398                  | 1440                 | 0.10846707682996103  | 0.6446750707827908   | 0.2763888888888889   | 0.8099472923746922
48542                | 48944                | 634.6800645439362    | 402                  | 1440                 | 0.1086495069941902   | 0.6443166784659602   | 0.2791666666666667   | 0.8213468453743054
48658                | 49057                | 636.6330803503224    | 399                  | 1440                 | 0.1087116949719424   | 0.6463174401727713   | 0.27708333333333335  | 0.813339584564894
48637                | 49051                | 621.3813189524808    | 414                  | 1440                 | 0.10792306178708182  | 0.642737818600906    | 0.2875               | 0.844019489918656
48547                | 48943                | 631.1845167501888    | 396                  | 1440                 | 0.10838282784492667  | 0.6430993019541178   | 0.275                | 0.8091044684633144
48902                | 49362                | 650.7361733108701    | 460                  | 1440                 | 0.10865594816268788  | 0.6476110941691677   | 0.3194444444444444   | 0.9318909282443986
48624                | 49007                | 615.7590866480023    | 383                  | 1440                 | 0.10803685432453718  | 0.644107024047541    | 0.2659722222222222   | 0.7815210072030527
48423                | 48794                | 608.1709316773922    | 371                  | 1440                 | 0.10779751599571619  | 0.640422612889243    | 0.25763888888888886  | 0.7603393859900808
48482                | 48888                | 624.0476391941775    | 403                  | 1440                 | 0.10814047058951577  | 0.6415629689963738   | 0.2798611111111111   | 0.8243331696939945
48745                | 49148                | 637.1900290318008    | 406                  | 1440                 | 0.10842587844268071  | 0.6455312768224213   | 0.28194444444444444  | 0.8260763408480507
48598                | 48989                | 604.5389287699072    | 391                  | 1440                 | 0.10719890930020695  | 0.6396660776594753   | 0.27152777777777776  | 0.7981383575904795
48306                | 48678                | 577.1350997290283    | 372                  | 1440                 | 0.10705933197974722  | 0.6381061387104994   | 0.25833333333333336  | 0.7642055959571059
48909                | 49280                | 650.7150120773877    | 371                  | 1440                 | 0.10868317174070162  | 0.6479142304006166   | 0.25763888888888886  | 0.7528409090909091
48551                | 48908                | 615.2069520147634    | 355                  | 1440                 | 0.10786629516897885  | 0.6418853408422539   | 0.2465277777777778   | 0.7258526212480576
48527                | 48915                | 634.6402179811848    | 390                  | 1440                 | 0.10843523401830515  | 0.6427397793704019   | 0.2708333333333333   | 0.7973014412756823
48729                | 49205                | 674.1824281104491    | 476                  | 1440                 | 0.10978776982842609  | 0.6493908071020996   | 0.33055555555555555  | 0.9673813636825526
48450                | 48805                | 609.1971171112964    | 355                  | 1440                 | 0.10774779841158247  | 0.6403803811665427   | 0.2465277777777778   | 0.7273844892941297
48368                | 48728                | 620.7054960866808    | 357                  | 1440                 | 0.10829064455402479  | 0.6412476888232708   | 0.24791666666666667  | 0.7326383188310622
48748                | 49106                | 604.1337121423567    | 361                  | 1440                 | 0.10753885157988116  | 0.6442455639567707   | 0.25069444444444444  | 0.7351443815419704
48832                | 49191                | 613.6958563065273    | 359                  | 1440                 | 0.10740410118346101  | 0.6432324146243829   | 0.24930555555555556  | 0.729808298265943
48599                | 49005                | 615.264614704065     | 406                  | 1440                 | 0.10770013704227577  | 0.6414805302961306   | 0.28194444444444444  | 0.8284868890929498
48753                | 49172                | 615.854205560463     | 419                  | 1440                 | 0.10778417672686491  | 0.6442932856041763   | 0.29097222222222224  | 0.8521109574554625
48718                | 49140                | 611.9913410204754    | 422                  | 1440                 | 0.10758779357208709  | 0.6428771211943135   | 0.29305555555555557  | 0.8587708587708588
48568                | 48964                | 625.6215381597576    | 396                  | 1440                 | 0.10789600530821972  | 0.6409158769097074   | 0.275                | 0.8087574544563353
48259                | 48644                | 620.4908852874069    | 385                  | 1440                 | 0.10842543777896403  | 0.6406548957209821   | 0.2673611111111111   | 0.7914645177205822
48217                | 48614                | 617.1266485363885    | 397                  | 1440                 | 0.10845958041264918  | 0.6406115622302024   | 0.27569444444444446  | 0.8166371827045706
48724                | 49134                | 622.7411118304008    | 410                  | 1440                 | 0.10813521810119946  | 0.6453412170932492   | 0.2847222222222222   | 0.8344527211299712
48764                | 49152                | 613.2915309801174    | 388                  | 1440                 | 0.1073605544240806   | 0.6419129437933404   | 0.26944444444444443  | 0.7893880208333334
48080                | 48520                | 626.5654357880994    | 440                  | 1440                 | 0.10872381708334794  | 0.6390252416870206   | 0.3055555555555556   | 0.9068425391591096
48784                | 49133                | 609.6356989814085    | 349                  | 1440                 | 0.10736229128681485  | 0.6427806958181853   | 0.2423611111111111   | 0.7103168949585817
48759                | 49123                | 591.4547734571679    | 364                  | 1440                 | 0.10666589290560768  | 0.64012980591319     | 0.25277777777777777  | 0.7409970889400077
48249                | 48661                | 632.3085080518795    | 412                  | 1440                 | 0.10878479318266364  | 0.6412190782539279   | 0.2861111111111111   | 0.8466739277861121
48873                | 49212                | 575.4458999528724    | 339                  | 1440                 | 0.10578375234490982  | 0.6381399715422017   | 0.23541666666666666  | 0.6888563764935381
48681                | 49057                | 614.5189840260427    | 376                  | 1440                 | 0.10748282713072177  | 0.6413387257271277   | 0.2611111111111111   | 0.766455347860652
48683                | 49114                | 630.8705639029213    | 431                  | 1440                 | 0.10799342430243208  | 0.6425973469194832   | 0.29930555555555555  | 0.8775501893553772
48331                | 48693                | 607.8501998611027    | 362                  | 1440                 | 0.10822528802614147  | 0.6420519258858742   | 0.2513888888888889   | 0.7434333477091163
48895                | 49242                | 614.8009878466546    | 347                  | 1440                 | 0.10732668338238294  | 0.6433886866447309   | 0.24097222222222223  | 0.70468299419195
48730                | 49145                | 636.6148016667576    | 415                  | 1440                 | 0.10868152829790256  | 0.6471911033705291   | 0.2881944444444444   | 0.8444399226777902
48484                | 48812                | 598.0686234686582    | 328                  | 1440                 | 0.10768471291687493  | 0.6420920515804968   | 0.22777777777777777  | 0.6719659100221257
48354                | 48691                | 591.4258459053817    | 337                  | 1440                 | 0.10713715968230898  | 0.6373994213972588   | 0.23402777777777778  | 0.6921196935778686
48896                | 49269                | 640.6491475871007    | 373                  | 1440                 | 0.10854497140325313  | 0.6481574829243565   | 0.2590277777777778   | 0.7570683391179038
48931                | 49362                | 653.2120374853257    | 431                  | 1440                 | 0.10885337121447108  | 0.649021281975291    | 0.29930555555555555  | 0.8731412827681213
48373                | 48718                | 592.4799259018328    | 345                  | 1440                 | 0.10732487430809941  | 0.638788337190351    | 0.23958333333333334  | 0.7081571493082639
48796                | 49198                | 613.4723959339608    | 398                  | 1440                 | 0.10722756995367336  | 0.641472671867096    | 0.2763888888888889   | 0.8089759746331151
48222                | 48590                | 606.35173159017      | 372                  | 1440                 | 0.10751328313148821  | 0.6358828980393894   | 0.25833333333333336  | 0.7655896274953694
48628                | 49032                | 610.8425864075543    | 404                  | 1440                 | 0.10786543809335272  | 0.643698659489482    | 0.28055555555555556  | 0.8239517050089737
48966                | 49422                | 671.1163839989749    | 456                  | 1440                 | 0.10948990390009551  | 0.6513776099520125   | 0.31666666666666665  | 0.9226660191817408
48874                | 49334                | 669.4677458041988    | 460                  | 1440                 | 0.10943557236870051  | 0.6498942855648852   | 0.3194444444444444   | 0.9324198321644303
48910                | 49328                | 639.740701998322     | 418                  | 1440                 | 0.10789231346062618  | 0.644046572248136    | 0.2902777777777778   | 0.847388906908855
48648                | 49065                | 638.0902593831997    | 417                  | 1440                 | 0.10813532776362317  | 0.6420295443508762   | 0.28958333333333336  | 0.8498929990828493
48739                | 49115                | 623.0538241517788    | 376                  | 1440                 | 0.10776636645753493  | 0.6429110182506466   | 0.2611111111111111   | 0.7655502392344498
48483                | 48876                | 615.5668572104769    | 393                  | 1440                 | 0.10807980979408384  | 0.6423060856230086   | 0.27291666666666664  | 0.804075619936165
48814                | 49230                | 641.6740303151892    | 416                  | 1440                 | 0.10823309434117033  | 0.6446931461850238   | 0.28888888888888886  | 0.845013203331302
48117                | 48453                | 582.7391998670064    | 336                  | 1440                 | 0.10735402203573612  | 0.6365271962445634   | 0.23333333333333334  | 0.6934555135904897
48919                | 49292                | 630.9524534975062    | 373                  | 1440                 | 0.1085829383270177   | 0.650068956316538    | 0.2590277777777778   | 0.7567150856122697
49025                | 49460                | 632.0607092494611    | 435                  | 1440                 | 0.10822002886296402  | 0.6491216550475224   | 0.3020833333333333   | 0.8794985847149211
48348                | 48738                | 638.4749160778592    | 390                  | 1440                 | 0.10845366456947135  | 0.6395733037543185   | 0.2708333333333333   | 0.8001969715622307
48402                | 48697                | 583.1041046234313    | 294                  | 1440                 | 0.10715454479774952  | 0.6393556763142972   | 0.20416666666666666  | 0.603733289525022
48354                | 48767                | 627.9192636982771    | 409                  | 1440                 | 0.10863167212786878  | 0.6423935171397142   | 0.28402777777777777  | 0.838681895544118
